guidance_gain,mass_kg,run,sensor_bias_x_m,sensor_bias_z_m,sensor_noise_m,thrust_n,wind_x_mps,wind_z_mps
2.0759008011715814,42.0351945458205,0,4.090713617884993,3.3358875715980005,14.229328425358771,1678.6405953592391,-4.758734850947395,0.3608569253074123
2.4130449649735817,44.2616750733447,1,-1.276591806692199,-4.920275810058929,13.54917774742356,1603.7499424907705,-1.6059618132260378,-0.3388632917448204
2.280980212014298,41.45476704830197,2,3.72953604929684,-0.1396069367053,7.756417092319766,1443.1737750674786,-2.4225015879376612,0.8223902703096271
2.1723757871407736,41.13912080037863,3,14.949418297117013,13.99231183486092,5.399847067412697,1674.5975791418982,3.8510197690274306,2.7369154573731533
2.7305395188050667,42.31592225881813,4,-9.139869892992975,4.169241327819062,5.748152470233523,1618.1871771662024,5.003537980309511,1.7065751769826023
2.3460341436246672,41.270173638368895,5,-31.022384452344973,-14.178084776073515,3.400314565580252,1682.766947195145,1.2265212924322575,-0.9419806515158979
2.460767067419548,42.112906251198524,6,6.630633668448128,1.565722701698481,10.389195080931586,1630.304055182196,15.356746790435084,4.726362200309775
2.8376834011014043,41.61895944449274,7,17.025201913085063,-6.25699173775237,1.0572339152804935,1512.775355081348,-1.7425990643384375,0.42574493473654573
2.8001572811568405,41.89329286378238,8,27.191924092385452,1.8635435669389953,15.991117673700181,1581.8541509203424,-5.477604449635883,1.9398984247716844
2.456191178067246,41.52324121789441,9,-18.837229886086277,-6.23302314024397,8.772535189305206,1598.6796006353022,13.52723356276956,-0.8744545364651815
2.718550929959616,42.43539574244224,10,-3.3068821461480993,-10.07998529264393,16.531143441670743,1506.3637781480056,9.164546869630488,-1.0786185449915555
2.750715959571409,42.630088591023004,11,29.214216640082075,-1.96407394047261,4.198737711602497,1617.5726342548035,-3.984376394657869,-0.2939703200492072
1.7312572327446487,41.853499583286904,12,29.19249672365419,7.393785456258394,10.92265885861566,1581.3052967400529,0.7035571808784143,3.049758795058208
1.8040132817304642,41.65629348364738,13,-9.348760495211996,6.140274173258013,5.039851395526068,1576.8176624857535,5.683300096935981,-0.5350714806436826
2.707423415219428,42.174289946937684,14,15.025911367098429,9.628961022362857,6.391098262593696,1508.0076117976232,-4.811725586640424,-3.432073738255486
2.319956876338257,43.27497843309539,15,-13.258875027519455,6.9339594469920405,17.25264204652113,1521.0392063221102,5.675205266451115,0.6911043583673218
2.660673515668231,42.59744718315942,16,-9.516212397377666,-13.42459438960427,6.188139828034099,1469.872021725918,1.2737374668689871,2.4353446793559543
1.9098282019353583,41.70327391953842,17,-19.994261406271846,-15.795922952027794,2.045483884587161,1712.233687357598,-2.714185513166532,3.159875936762667
1.9364937354659417,41.593622129200185,18,0.09012065273008607,1.4538136307593785,12.023638639173088,1691.973810546404,0.545541235694362,0.32563984747946106
2.175774012397163,43.002781392335855,19,10.857536848303724,-14.003813123523065,4.331268752647918,1487.5602076558089,-6.575448072436788,-0.35859563649437337
2.208975037194455,40.14721797851829,20,-37.97939144656892,-16.77104683713377,3.7413889482948073,1780.0,2.9809110255103772,1.1139082112191696
1.8513883861586942,40.50800281144052,21,7.686366848831636,11.735260812385725,14.605791705058202,1678.6046334636894,4.732431414294725,1.1146914371722785
2.403970150409269,44.4201952967159,22,-18.074358975614988,0.018394911470958064,13.306694321466615,1523.7280531101324,-5.165627776087931,-2.668739000597869
2.3424957995518874,42.273515212636156,23,54.77872334080907,18.435503317965072,11.554516627260423,1654.344654750082,6.419482973491785,-1.0912630357288502
2.574289758686943,42.94653736211238,24,21.05217154516188,8.253238569511407,1.4107122885993513,1582.5847532953424,0.6892586658668252,-0.5543304166978338
1.6751338129948872,41.40049856712801,25,-2.815881460950401,1.179951737225327,5.071684261261532,1594.9737954780937,0.4563426766045011,0.2081113390277807
2.4148321409112676,41.92466749471828,26,-7.070954728044347,4.6130322861314665,9.584061297270456,1614.0925859421993,5.576457263146363,-0.7720332233156308
2.6877215751876573,39.958253187414094,27,19.22686508269273,-6.478167601968626,10.250512145905848,1503.7978593999112,-6.449865309155609,0.09321844571409549
2.582217945513104,41.74251131863922,28,12.810567012337785,-5.116607202357072,17.03129350537431,1591.606657354287,-3.699433136716064,-0.8399794576131054
1.7912556959788133,42.11241201722068,29,16.89396986745104,9.42966056214162,4.227103430817299,1690.402889029692,-1.1770085883561863,-0.3210820167408186
2.0756801465644372,42.50283174890474,30,18.753439299611983,-3.484983364456528,16.8089851618055,1775.7193956434462,4.566318422991113,0.7143238689289961
2.4230972031964066,41.95894873962398,31,2.0939630824254225,-1.4659332657634303,3.609546420298243,1549.4579411622542,4.201338269834866,-0.11344903307741112
2.849323761325422,40.29691382374268,32,-9.482642384190804,-13.290841072344286,13.27149765517069,1630.8312151004995,0.0372469086752303,0.25947509608880176
2.5571385988283746,41.63336407461179,33,33.39271511838109,-0.7810687002483547,3.073135978588577,1616.036360961581,0.5670510927354802,-2.6484422452289262
2.2765105279089335,42.93641508946645,34,2.956774980952572,-2.9395997126622833,13.940437913558629,1689.488568160584,0.973176573137669,0.047840596451405634
1.7846555088819815,42.95470591596688,35,-1.2219350355929763,-10.866714748745778,2.2837694023180855,1656.988250398829,-1.4687444741291957,1.4411298163798327
2.034143961021046,39.85587434222328,36,-2.533893174627166,-7.560731667897981,10.19608446926458,1564.8821962877164,14.163207302727411,1.4683285486042823
2.7121412472301794,43.38484586862639,37,-12.462249431324752,-1.2459165890578392,15.431418015958744,1549.7686220761605,2.9839175567848906,-1.0173199053973823
2.109947235686044,43.38275796915266,38,4.903697470473108,-11.969938845527082,12.718524279831795,1696.1988304931247,0.26633136885089975,-1.5587431770711426
2.021956506205442,43.671007696322725,39,-1.6319182627426931,-5.9020403288804335,15.871879455269605,1613.2933689224021,-3.919429733410732,-1.5854884946184977
2.8028264424332856,43.31093156317467,40,-3.3271566153562127,-4.924019067388646,16.86058082546467,1508.7256137192194,-5.455914565410138,0.13077421639719317
2.285065182795319,42.933212616490245,41,6.8690800336400635,5.204949391686805,3.625756353665102,1544.909345723285,-2.0048866356248647,-0.34690282379912163
1.6788135977922671,40.52941328378696,42,15.056039344940999,-17.746641715716265,11.886708086891407,1522.1337214312225,2.277113047600653,-1.6770481810809181
2.5824588248450997,42.62327358329395,43,-12.144237813340448,-4.17792894214929,14.085276593233552,1596.4813423330045,-2.3810333532211403,0.4687183252372117
2.0986189732927643,44.68291027399047,44,-16.84771295792233,9.491321594203907,1.6830621859426578,1676.8995544973743,-13.818259989585286,1.5300145213817262
1.9335488204309548,43.66398319989909,45,10.399397820776421,4.70961620368287,11.82821679283656,1477.7956785184876,-6.61274583420989,0.38077775687869175
1.9483778389975832,41.943359512389826,46,13.272065636699182,0.21262919940300096,16.7452874804354,1602.8492744585365,6.186705589923617,-0.9015697995683332
2.416255023721156,42.42726525910053,47,-8.00291378573415,4.573723033072889,12.274866676324908,1561.903848329874,-0.8535983996447696,2.766312641058938
2.1244524628549266,41.23135251700403,48,9.339816369278726,0.6952757663790177,0.6097085672708162,1558.1467879910635,8.285850472129674,-1.5122773622757393
1.9070145961446465,40.514329130568846,49,-10.501676918676898,3.192190591062444,15.65192800041029,1375.8662498031947,3.3524201859058347,0.9188376901604385
1.7487494992914323,43.01464546034977,50,-2.8964428222421743,4.006207310383655,10.273269364248039,1480.1180618639376,-1.7090069251723858,-0.7112330895077155
2.0473124168561503,41.49895753627068,51,8.184574291042505,1.4133933049718919,1.0655036407871017,1703.4919789424246,9.907556104293256,0.5577320786644258
